n,r,m
"(:Entity {name: '神经坏死病毒', label: '研究目标名称'})",[:导致],"(:Entity {name: '体色发黑', label: '生物学特征'})"
"(:Entity {name: '神经坏死病毒', label: '研究目标名称'})",[:导致],"(:Entity {name: '狂游', label: '生物学特征'})"
"(:Entity {name: '神经坏死病毒', label: '研究目标名称'})",[:导致],"(:Entity {name: '活力差', label: '生物学特征'})"
"(:Entity {name: '神经坏死病毒', label: '研究目标名称'})",[:导致],"(:Entity {name: '摄饵不良', label: '生物学特征'})"
"(:Entity {name: '神经坏死病毒', label: '研究目标名称'})",[:导致],"(:Entity {name: '身体瘦弱', label: '生物学特征'})"
"(:Entity {name: '神经坏死病毒', label: '研究目标名称'})",[:导致],"(:Entity {name: '腹部朝上', label: '生物学特征'})"
"(:Entity {name: '神经坏死病毒', label: '研究目标名称'})",[:导致],"(:Entity {name: '眼球脱落', label: '生物学特征'})"
"(:Entity {name: '神经坏死病毒', label: '研究目标名称'})",[:导致],"(:Entity {name: '脑、眼、口部充血发红', label: '生物学特征'})"
"(:Entity {name: '神经坏死病毒', label: '研究目标名称'})",[:导致],"(:Entity {name: '病鱼活力差', label: '生物学特征'})"
"(:Entity {name: '神经坏死病毒', label: '研究目标名称'})",[:导致],"(:Entity {name: '病鱼游动异常', label: '生物学特征'})"
"(:Entity {name: '神经坏死病毒', label: '研究目标名称'})",[:导致],"(:Entity {name: '随水无力流动', label: '生物学特征'})"
"(:Entity {name: '神经坏死病毒', label: '研究目标名称'})",[:导致],"(:Entity {name: '浮于水面作盘旋游动', label: '生物学特征'})"
"(:Entity {name: '神经坏死病毒', label: '研究目标名称'})",[:导致],"(:Entity {name: '水中狂奔', label: '生物学特征'})"
"(:Entity {name: '疖疮', label: '常见疾病'})",[:导致],"(:Entity {name: '脓汁', label: '生物学特征'})"
"(:Entity {name: '疖疮', label: '常见疾病'})",[:导致],"(:Entity {name: '疖疮红肿', label: '生物学特征'})"
"(:Entity {name: '疖疮', label: '常见疾病'})",[:导致],"(:Entity {name: '在背部、尾鳍部、下腹部出现明显疖疮', label: '生物学特征'})"
"(:Entity {name: '肠炎病', label: '常见疾病'})",[:导致],"(:Entity {name: '不摄食', label: '生物学特征'})"
"(:Entity {name: '肠炎病', label: '常见疾病'})",[:导致],"(:Entity {name: '空肠', label: '生物学特征'})"
"(:Entity {name: '肠炎病', label: '常见疾病'})",[:导致],"(:Entity {name: '肠部发炎', label: '生物学特征'})"
"(:Entity {name: '肠炎病', label: '常见疾病'})",[:导致],"(:Entity {name: '游泳速度较慢', label: '生物学特征'})"
"(:Entity {name: '肠炎病', label: '常见疾病'})",[:导致],"(:Entity {name: '吃料速度下降', label: '生物学特征'})"
"(:Entity {name: '肠炎病', label: '常见疾病'})",[:导致],"(:Entity {name: '体表呈暗黑色', label: '生物学特征'})"
"(:Entity {name: '肠炎病', label: '常见疾病'})",[:导致],"(:Entity {name: '肠道内无残留食物', label: '生物学特征'})"
"(:Entity {name: '肠炎病', label: '常见疾病'})",[:导致],"(:Entity {name: '局部充血、肿胀肠黏膜溃烂', label: '生物学特征'})"
"(:Entity {name: '肠炎病', label: '常见疾病'})",[:导致],"(:Entity {name: '黄色刺激性气味黏液', label: '生物学特征'})"
"(:Entity {name: '肠炎病', label: '常见疾病'})",[:导致],"(:Entity {name: '黄色黏液从肛门及破溃处流出', label: '生物学特征'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:具有],"(:Entity {name: '味道鲜美', label: '生物学特征'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:具有],"(:Entity {name: '营养丰富', label: '生物学特征'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:具有],"(:Entity {name: '生长迅速', label: '生物学特征'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:具有],"(:Entity {name: '养殖周期短', label: '生物学特征'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:具有],"(:Entity {name: '鲜嫩的肉质', label: '生物学特征'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:具有],"(:Entity {name: '较高的营养价值', label: '生物学特征'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:具有],"(:Entity {name: '摄食旺盛', label: '生物学特征'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:具有],"(:Entity {name: '生长快', label: '生物学特征'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:生活于],"(:Entity {name: '暖温性', label: '栖息环境'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:分布在],"(:Entity {name: '海南', label: '分布区域'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:分布在],"(:Entity {name: '澳大利亚', label: '分布区域'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:分布在],"(:Entity {name: '日本', label: '分布区域'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:分布在],"(:Entity {name: '东海', label: '分布区域'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:分布在],"(:Entity {name: '南海', label: '分布区域'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:分布在],"(:Entity {name: '黄海', label: '分布区域'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:分布在],"(:Entity {name: '渤海', label: '分布区域'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:分布在],"(:Entity {name: '印度洋', label: '分布区域'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '网箱养殖', label: '养殖方式'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '网箱养殖', label: '研究目标名称'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '池塘养殖', label: '养殖方式'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '池塘放养', label: '养殖方式'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:易患],"(:Entity {name: '肠炎', label: '常见疾病'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:易患],"(:Entity {name: '链球菌病', label: '常见疾病'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:易患],"(:Entity {name: '车轮虫病', label: '常见疾病'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:易患],"(:Entity {name: '肠炎病', label: '常见疾病'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:易患],"(:Entity {name: '结节病', label: '常见疾病'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:易患],"(:Entity {name: '寄生虫病', label: '常见疾病'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:易患],"(:Entity {name: '败血症', label: '生物学特征'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:易患],"(:Entity {name: '车轮虫病', label: '生物学特征'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:易患],"(:Entity {name: '疖疮病', label: '常见疾病'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:易患],"(:Entity {name: '疮病', label: '常见疾病'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:易患],"(:Entity {name: '病毒性神经坏死病', label: '常见疾病'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:易患],"(:Entity {name: '巴斯德杆菌病', label: '常见疾病'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:易患],"(:Entity {name: '烂身病', label: '常见疾病'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:易患],"(:Entity {name: '疥疮病', label: '常见疾病'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:易患],"(:Entity {name: '败血症', label: '常见疾病'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:易患],"(:Entity {name: '创伤感染', label: '常见疾病'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:易患],"(:Entity {name: '病毒病', label: '常见疾病'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:易患],"(:Entity {name: '细菌病', label: '常见疾病'})"
"(:Entity {name: '金鲳', label: '研究目标名称'})",[:导致],"(:Entity {name: '海南', label: '分布区域'})"
"(:Entity {name: ';卵形鲳鲹', label: '研究目标名称'})",[:养殖方法],"(:Entity {name: '池塘养殖', label: '养殖方式'})"
"(:Entity {name: '结节病', label: '常见疾病'})",[:导致],"(:Entity {name: '体色正常', label: '生物学特征'})"
"(:Entity {name: '结节病', label: '常见疾病'})",[:导致],"(:Entity {name: '漂浮水面缓慢游动', label: '生物学特征'})"
"(:Entity {name: '结节病', label: '常见疾病'})",[:导致],"(:Entity {name: '拒食', label: '生物学特征'})"
"(:Entity {name: '结节病', label: '常见疾病'})",[:导致],"(:Entity {name: '肝脾肿大', label: '生物学特征'})"
"(:Entity {name: '结节病', label: '常见疾病'})",[:导致],"(:Entity {name: '有许多边缘较清晰的白色似颗粒状结节', label: '生物学特征'})"
"(:Entity {name: '隐核虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '食料速度大幅下降', label: '生物学特征'})"
"(:Entity {name: '隐核虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '游泳无力', label: '生物学特征'})"
"(:Entity {name: '隐核虫病', label: '常见疾病'})",[:导致],"(:Entity {name: '体色暗淡', label: '生物学特征'})"
"(:Entity {name: '白点病', label: '常见疾病'})",[:导致],"(:Entity {name: '呼吸困难', label: '生物学特征'})"
"(:Entity {name: '白点病', label: '常见疾病'})",[:导致],"(:Entity {name: '游泳迟钝', label: '生物学特征'})"
"(:Entity {name: '白点病', label: '常见疾病'})",[:导致],"(:Entity {name: '食欲下降', label: '生物学特征'})"
"(:Entity {name: '白点病', label: '常见疾病'})",[:导致],"(:Entity {name: '体表出现直径0.5~1.0mm的白色斑点', label: '生物学特征'})"
"(:Entity {name: '白点病', label: '常见疾病'})",[:导致],"(:Entity {name: '黏液增多', label: '生物学特征'})"
"(:Entity {name: '白点病', label: '常见疾病'})",[:导致],"(:Entity {name: '鳞片不均匀脱落', label: '生物学特征'})"
"(:Entity {name: '白点病', label: '常见疾病'})",[:导致],"(:Entity {name: '鱼体免疫机能下降', label: '生物学特征'})"
"(:Entity {name: '白点病', label: '常见疾病'})",[:导致],"(:Entity {name: '鳃丝、体表出现白点', label: '生物学特征'})"
"(:Entity {name: '弧菌病', label: '常见疾病'})",[:导致],"(:Entity {name: '摄食与活动能力下降', label: '生物学特征'})"
"(:Entity {name: '弧菌病', label: '常见疾病'})",[:导致],"(:Entity {name: '鳍条充血', label: '生物学特征'})"
"(:Entity {name: '弧菌病', label: '常见疾病'})",[:导致],"(:Entity {name: '鳃丝、肝、肠壁严重充血', label: '生物学特征'})"
"(:Entity {name: '弧菌病', label: '常见疾病'})",[:导致],"(:Entity {name: '脾肾出血严重', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:具有],"(:Entity {name: '味道鲜美', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:具有],"(:Entity {name: '生长速度快', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:具有],"(:Entity {name: '肉质细嫩', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:具有],"(:Entity {name: '无肌间刺', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:具有],"(:Entity {name: '性成熟较晚', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:具有],"(:Entity {name: '其肉无刺', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:具有],"(:Entity {name: '鳍条金黄色', label: '生物学特征'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:生活于],"(:Entity {name: '暖水性', label: '栖息环境'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:生活于],"(:Entity {name: '广盐性', label: '栖息环境'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:生活于],"(:Entity {name: '暖水性', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:生活于],"(:Entity {name: '中上层洄游暖水性', label: '栖息环境'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:生活于],"(:Entity {name: '河口海湾', label: '栖息环境'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '广东', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '广西', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '福建', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '台湾', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '海南', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '日本', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '东海', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '南海', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '黄海', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '渤海', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '南方沿海', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '澳洲', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '印度洋', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '印度尼西亚', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '中国南方', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '深圳', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '湛江', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '饶平', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '茂名', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '太平洋', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '广西北海', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '大西洋的热带和温带海域', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '海南临高县新盈海域', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '海南临高', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '大西洋的温带及热带海域', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '太平洋和大西洋的热带及温带', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '我国南方沿海地区', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '海南昌江棋子湾', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '中国南方地区', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '海南临高县桥头镇', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '海南临高县', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '海南省临高县', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '湛江市太平镇', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:分布在],"(:Entity {name: '美洲的热带及温带的大西洋海岸', label: '分布区域'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:养殖方法],"(:Entity {name: '网箱养殖', label: '养殖方式'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:养殖方法],"(:Entity {name: '网箱养殖', label: '研究目标名称'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:养殖方法],"(:Entity {name: '池塘养殖', label: '养殖方式'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:养殖方法],"(:Entity {name: '海水网箱', label: '养殖方式'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:养殖方法],"(:Entity {name: '深水网箱养殖', label: '养殖方式'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:养殖方法],"(:Entity {name: '海水网箱养殖', label: '养殖方式'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:养殖方法],"(:Entity {name: '深海养殖网箱', label: '养殖方式'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:养殖方法],"(:Entity {name: '养殖网箱', label: '养殖方式'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:养殖方法],"(:Entity {name: '海水池塘养殖', label: '养殖方式'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:饮食],"(:Entity {name: '小鱼', label: '饮食习性'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:饮食],"(:Entity {name: '软体动物', label: '饮食习性'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:饮食],"(:Entity {name: '浮游生物', label: '饮食习性'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:饮食],"(:Entity {name: '底栖动物', label: '饮食习性'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:饮食],"(:Entity {name: '水蚤', label: '饮食习性'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:饮食],"(:Entity {name: '多毛类', label: '饮食习性'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:饮食],"(:Entity {name: '小型双壳类', label: '饮食习性'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:饮食],"(:Entity {name: '端足类', label: '饮食习性'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:饮食],"(:Entity {name: '双壳类', label: '饮食习性'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:饮食],"(:Entity {name: '蟹类幼体', label: '饮食习性'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:饮食],"(:Entity {name: '小虾', label: '饮食习性'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:饮食],"(:Entity {name: '鲜杂鱼', label: '饮食习性'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:饮食],"(:Entity {name: '桡足类幼体', label: '饮食习性'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:易患],"(:Entity {name: '链球菌病', label: '常见疾病'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:易患],"(:Entity {name: '海豚链球菌病', label: '常见疾病'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:易患],"(:Entity {name: '诺卡氏菌病', label: '常见疾病'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:易患],"(:Entity {name: '刺激隐核虫病', label: '常见疾病'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:易患],"(:Entity {name: '细菌性疾病', label: '常见疾病'})"
"(:Entity {name: '卵形鲳鲹', label: '生物学特征'})",[:易患],"(:Entity {name: '美人鱼发光杆菌病', label: '常见疾病'})"
"(:Entity {name: '车轮虫病', label: '生物学特征'})",[:导致],"(:Entity {name: '急速打转', label: '生物学特征'})"
"(:Entity {name: '车轮虫病', label: '生物学特征'})",[:导致],"(:Entity {name: '黑身', label: '生物学特征'})"
"(:Entity {name: '车轮虫病', label: '生物学特征'})",[:导致],"(:Entity {name: '体消', label: '生物学特征'})"
"(:Entity {name: '车轮虫病', label: '生物学特征'})",[:导致],"(:Entity {name: '在池边游动', label: '生物学特征'})"
"(:Entity {name: '车轮虫病', label: '生物学特征'})",[:导致],"(:Entity {name: '速度慢', label: '生物学特征'})"
"(:Entity {name: '车轮虫病', label: '生物学特征'})",[:导致],"(:Entity {name: '食料速度下降', label: '生物学特征'})"
"(:Entity {name: '疖疮病', label: '常见疾病'})",[:导致],"(:Entity {name: '活动力减弱', label: '生物学特征'})"
"(:Entity {name: '疖疮病', label: '常见疾病'})",[:导致],"(:Entity {name: '进食异常', label: '生物学特征'})"
"(:Entity {name: '疖疮病', label: '常见疾病'})",[:导致],"(:Entity {name: '体型偏小', label: '生物学特征'})"
"(:Entity {name: '疖疮病', label: '常见疾病'})",[:导致],"(:Entity {name: '头部充血', label: '生物学特征'})"
"(:Entity {name: '疖疮病', label: '常见疾病'})",[:导致],"(:Entity {name: '眼球肿胀凸起，甚至脱落', label: '生物学特征'})"
"(:Entity {name: '细菌疾病', label: '常见疾病'})",[:导致],"(:Entity {name: '眼球突出', label: '生物学特征'})"
"(:Entity {name: '细菌疾病', label: '常见疾病'})",[:导致],"(:Entity {name: '肠道内有大量黄白色脓状物', label: '生物学特征'})"
"(:Entity {name: '细菌疾病', label: '常见疾病'})",[:导致],"(:Entity {name: '脑干发红', label: '生物学特征'})"
"(:Entity {name: '细菌疾病', label: '常见疾病'})",[:导致],"(:Entity {name: '鳃盖出血', label: '生物学特征'})"
"(:Entity {name: '疥疮病', label: '常见疾病'})",[:导致],"(:Entity {name: '身体游动正常', label: '生物学特征'})"
"(:Entity {name: '疥疮病', label: '常见疾病'})",[:导致],"(:Entity {name: '体色食欲正常', label: '生物学特征'})"
"(:Entity {name: '疥疮病', label: '常见疾病'})",[:导致],"(:Entity {name: '在体表背鳍、尾鳍甚至在鱼体腹部周围都出现明显的疥疮', label: '生物学特征'})"
"(:Entity {name: '疥疮病', label: '常见疾病'})",[:导致],"(:Entity {name: '疥疮发红轻微溃烂并带有浓汁', label: '生物学特征'})"
"(:Entity {name: '白斑病', label: '常见疾病'})",[:导致],"(:Entity {name: '体表呈现一粒粒白斑', label: '生物学特征'})"
